hgnc_id	symbol	locus_type
HGNC:24596	DYNLL2	gene with protein product
HGNC:52833	DYNLL2-DT	RNA, long non-coding
HGNC:15468	DYNLRB1	gene with protein product
HGNC:15467	DYNLRB2	gene with protein product
HGNC:55405	DYNLRB2-AS1	RNA, long non-coding
HGNC:11697	DYNLT1	gene with protein product
HGNC:11695	DYNLT2	gene with protein product
HGNC:28482	DYNLT2B	gene with protein product
HGNC:11694	DYNLT3	gene with protein product
HGNC:16571	DYNLT3P1	pseudogene
HGNC:37081	DYNLT3P2	pseudogene
HGNC:32315	DYNLT4	gene with protein product
HGNC:26882	DYNLT5	gene with protein product
HGNC:3091	DYRK1A	gene with protein product
HGNC:3092	DYRK1B	gene with protein product
HGNC:3093	DYRK2	gene with protein product
HGNC:3094	DYRK3	gene with protein product
HGNC:40199	DYRK3-AS1	RNA, long non-coding
HGNC:3095	DYRK4	gene with protein product
HGNC:3097	DYSF	gene with protein product
HGNC:23279	DYTN	gene with protein product
HGNC:15858	DZANK1	gene with protein product
HGNC:20908	DZIP1	gene with protein product
HGNC:26551	DZIP1L	gene with protein product
HGNC:30938	DZIP3	gene with protein product
HGNC:3113	E2F1	gene with protein product
HGNC:3114	E2F2	gene with protein product
HGNC:3115	E2F3	gene with protein product
HGNC:41329	E2F3-IT1	RNA, long non-coding
HGNC:3116	E2F3P1	pseudogene
HGNC:3117	E2F3P2	pseudogene
HGNC:3118	E2F4	gene with protein product
HGNC:38684	E2F4P1	pseudogene
HGNC:3119	E2F5	gene with protein product
HGNC:55393	E2F5-DT	RNA, long non-coding
HGNC:3120	E2F6	gene with protein product
HGNC:51449	E2F6P1	pseudogene
HGNC:51450	E2F6P2	pseudogene
HGNC:51451	E2F6P3	pseudogene
HGNC:51452	E2F6P4	pseudogene
HGNC:23820	E2F7	gene with protein product
HGNC:24727	E2F8	gene with protein product
HGNC:3121	E4F1	gene with protein product
HGNC:20907	EAF1	gene with protein product
HGNC:42328	EAF1-AS1	RNA, long non-coding
HGNC:23115	EAF2	gene with protein product
HGNC:19312	EAPP	gene with protein product
HGNC:29419	EARS2	gene with protein product
HGNC:3123	EBAG9	gene with protein product
HGNC:45233	EBAG9P1	pseudogene
HGNC:3126	EBF1	gene with protein product
HGNC:19090	EBF2	gene with protein product
HGNC:19087	EBF3	gene with protein product
HGNC:29278	EBF4	gene with protein product
HGNC:3129	EBI3	gene with protein product
HGNC:39430	EBLN1	gene with protein product
HGNC:25493	EBLN2	gene with protein product
HGNC:50682	EBLN3P	pseudogene
HGNC:15531	EBNA1BP2	gene with protein product
HGNC:3133	EBP	gene with protein product
HGNC:18061	EBPL	gene with protein product
HGNC:3142	EBVM1	region
HGNC:3143	EBVS1	virus integration site
HGNC:17029	ECD	gene with protein product
HGNC:3146	ECE1	gene with protein product
HGNC:40203	ECE1-AS1	RNA, long non-coding
HGNC:13275	ECE2	gene with protein product
HGNC:3147	ECEL1	gene with protein product
HGNC:14017	ECEL1P1	pseudogene
HGNC:14019	ECEL1P2	pseudogene
HGNC:14018	ECEL1P3	pseudogene
HGNC:3149	ECH1	gene with protein product
HGNC:21489	ECHDC1	gene with protein product
HGNC:23408	ECHDC2	gene with protein product
HGNC:23489	ECHDC3	gene with protein product
HGNC:3151	ECHS1	gene with protein product
HGNC:2703	ECI1	gene with protein product
HGNC:14601	ECI2	gene with protein product
HGNC:54425	ECI2-DT	RNA, long non-coding
HGNC:3153	ECM1	gene with protein product
HGNC:49736	ECM1P1	pseudogene
HGNC:49737	ECM1P2	pseudogene
HGNC:3154	ECM2	gene with protein product
HGNC:55152	ECMXP	pseudogene
HGNC:29020	ECPAS	gene with protein product
HGNC:24642	ECRG4	gene with protein product
HGNC:35454	ECSCR	gene with protein product
HGNC:29548	ECSIT	gene with protein product
HGNC:3155	ECT2	gene with protein product
HGNC:21118	ECT2L	gene with protein product
HGNC:3157	EDA	gene with protein product
HGNC:17756	EDA2R	gene with protein product
HGNC:2895	EDAR	gene with protein product
HGNC:14341	EDARADD	gene with protein product
HGNC:26114	EDC3	gene with protein product
HGNC:17157	EDC4	gene with protein product
HGNC:16978	EDDM3A	gene with protein product
HGNC:19223	EDDM3B	gene with protein product
HGNC:19224	EDDM3CP	pseudogene
HGNC:37707	EDDM3DP	pseudogene
HGNC:53168	EDDM13	gene with protein product
HGNC:18967	EDEM1	gene with protein product
HGNC:15877	EDEM2	gene with protein product
HGNC:16787	EDEM3	gene with protein product
HGNC:3164	EDF1	gene with protein product
HGNC:3173	EDIL3	gene with protein product
HGNC:40204	EDIL3-DT	RNA, long non-coding
HGNC:3176	EDN1	gene with protein product
HGNC:3177	EDN2	gene with protein product
HGNC:3178	EDN3	gene with protein product
HGNC:3179	EDNRA	gene with protein product
HGNC:3180	EDNRB	gene with protein product
HGNC:49045	EDNRB-AS1	RNA, long non-coding
HGNC:24640	EDRF1	gene with protein product
HGNC:49501	EDRF1-AS1	RNA, long non-coding
HGNC:54128	EDRF1-DT	RNA, long non-coding
HGNC:3185	EEA1	gene with protein product
HGNC:3188	EED	gene with protein product
HGNC:55143	EEDP1	pseudogene
HGNC:3189	EEF1A1	gene with protein product
HGNC:40206	EEF1A1-AS1	RNA, long non-coding
HGNC:3191	EEF1A1P1	pseudogene
HGNC:20008	EEF1A1P2	pseudogene
HGNC:3194	EEF1A1P3	pseudogene
HGNC:3199	EEF1A1P4	pseudogene
HGNC:3200	EEF1A1P5	pseudogene
HGNC:3201	EEF1A1P6	pseudogene
HGNC:3202	EEF1A1P7	pseudogene
HGNC:3203	EEF1A1P8	pseudogene
HGNC:3204	EEF1A1P9	pseudogene
HGNC:3205	EEF1A1P10	pseudogene
HGNC:3206	EEF1A1P11	pseudogene
HGNC:3195	EEF1A1P12	pseudogene
HGNC:3196	EEF1A1P13	pseudogene
HGNC:3197	EEF1A1P14	pseudogene
HGNC:3198	EEF1A1P15	pseudogene
HGNC:37889	EEF1A1P16	pseudogene
HGNC:37890	EEF1A1P17	pseudogene
HGNC:37891	EEF1A1P18	pseudogene
HGNC:37892	EEF1A1P19	pseudogene
HGNC:37893	EEF1A1P20	pseudogene
HGNC:37894	EEF1A1P21	pseudogene
HGNC:37895	EEF1A1P22	pseudogene
HGNC:37896	EEF1A1P23	pseudogene
HGNC:37897	EEF1A1P24	pseudogene
HGNC:37898	EEF1A1P25	pseudogene
HGNC:37899	EEF1A1P26	pseudogene
HGNC:37900	EEF1A1P27	pseudogene
HGNC:37902	EEF1A1P28	pseudogene
HGNC:37904	EEF1A1P29	pseudogene
HGNC:37906	EEF1A1P30	pseudogene
HGNC:37908	EEF1A1P31	pseudogene
HGNC:37909	EEF1A1P32	pseudogene
HGNC:37911	EEF1A1P33	pseudogene
HGNC:37912	EEF1A1P34	pseudogene
HGNC:37913	EEF1A1P35	pseudogene
HGNC:37914	EEF1A1P36	pseudogene
HGNC:37915	EEF1A1P37	pseudogene
HGNC:37916	EEF1A1P38	pseudogene
HGNC:37917	EEF1A1P39	pseudogene
HGNC:37918	EEF1A1P40	pseudogene
HGNC:38799	EEF1A1P41	pseudogene
HGNC:48927	EEF1A1P42	pseudogene
HGNC:3193	EEF1A1P43	pseudogene
HGNC:3192	EEF1A2	gene with protein product
HGNC:27351	EEF1AKMT1	gene with protein product
HGNC:33787	EEF1AKMT2	gene with protein product
HGNC:24936	EEF1AKMT3	gene with protein product
HGNC:53611	EEF1AKMT4	gene with protein product
HGNC:53615	EEF1AKMT4-ECE2	readthrough
HGNC:3208	EEF1B2	gene with protein product
HGNC:3207	EEF1B2P1	pseudogene
HGNC:3209	EEF1B2P2	pseudogene
HGNC:3210	EEF1B2P3	pseudogene
HGNC:32475	EEF1B2P4	pseudogene
HGNC:32476	EEF1B2P5	pseudogene
HGNC:51453	EEF1B2P6	pseudogene
HGNC:51454	EEF1B2P7	pseudogene
HGNC:51455	EEF1B2P8	pseudogene
HGNC:3211	EEF1D	gene with protein product
HGNC:32474	EEF1DP1	pseudogene
HGNC:33523	EEF1DP2	pseudogene
HGNC:30486	EEF1DP3	pseudogene
HGNC:22598	EEF1DP4	pseudogene
HGNC:33524	EEF1DP5	pseudogene
HGNC:51456	EEF1DP6	pseudogene
HGNC:51457	EEF1DP7	pseudogene
HGNC:51458	EEF1DP8	pseudogene
HGNC:3212	EEF1E1	gene with protein product
HGNC:49187	EEF1E1-BLOC1S5	readthrough
HGNC:51459	EEF1E1P1	pseudogene
HGNC:3213	EEF1G	gene with protein product
HGNC:44556	EEF1GP1	pseudogene
HGNC:44557	EEF1GP2	pseudogene
HGNC:44558	EEF1GP3	pseudogene
HGNC:44559	EEF1GP4	pseudogene
HGNC:44560	EEF1GP5	pseudogene
HGNC:44561	EEF1GP6	pseudogene
HGNC:44562	EEF1GP7	pseudogene
HGNC:44563	EEF1GP8	pseudogene
HGNC:3214	EEF2	gene with protein product
HGNC:24615	EEF2K	gene with protein product
HGNC:32221	EEF2KMT	gene with protein product
HGNC:24614	EEFSEC	gene with protein product
HGNC:22223	EEPD1	gene with protein product
HGNC:28166	EFCAB2	gene with protein product
HGNC:26379	EFCAB3	gene with protein product
HGNC:24801	EFCAB5	gene with protein product
HGNC:24204	EFCAB6	gene with protein product
HGNC:39999	EFCAB6-AS1	RNA, long non-coding
HGNC:55371	EFCAB6-DT	RNA, long non-coding
HGNC:29379	EFCAB7	gene with protein product
HGNC:34532	EFCAB8	gene with protein product
HGNC:34530	EFCAB9	gene with protein product
HGNC:34531	EFCAB10	gene with protein product
HGNC:20357	EFCAB11	gene with protein product
HGNC:28061	EFCAB12	gene with protein product
HGNC:26864	EFCAB13	gene with protein product
HGNC:55338	EFCAB13-DT	RNA, long non-coding
HGNC:29051	EFCAB14	gene with protein product
HGNC:44108	EFCAB14-AS1	RNA, long non-coding
HGNC:44648	EFCAB14P1	pseudogene
HGNC:55140	EFCAB15P	pseudogene
HGNC:25692	EFCC1	gene with protein product
HGNC:3218	EFEMP1	gene with protein product
HGNC:3219	EFEMP2	gene with protein product
HGNC:26330	EFHB	gene with protein product
HGNC:16406	EFHC1	gene with protein product
HGNC:26233	EFHC2	gene with protein product
HGNC:29556	EFHD1	gene with protein product
HGNC:28670	EFHD2	gene with protein product
HGNC:55801	EFHD2-AS1	RNA, long non-coding
HGNC:25789	EFL1	gene with protein product
HGNC:31739	EFL1P1	pseudogene
HGNC:44202	EFL1P2	pseudogene
HGNC:3221	EFNA1	gene with protein product
HGNC:3222	EFNA2	gene with protein product
HGNC:3223	EFNA3	gene with protein product
HGNC:3224	EFNA4	gene with protein product
HGNC:3225	EFNA5	gene with protein product
HGNC:3226	EFNB1	gene with protein product
HGNC:3227	EFNB2	gene with protein product
HGNC:3228	EFNB3	gene with protein product
HGNC:28970	EFR3A	gene with protein product
HGNC:29155	EFR3B	gene with protein product
HGNC:16898	EFS	gene with protein product
HGNC:30858	EFTUD2	gene with protein product
HGNC:3229	EGF	gene with protein product
HGNC:25149	EGFEM1P	pseudogene
HGNC:3235	EGFL6	gene with protein product
HGNC:20594	EGFL7	gene with protein product
HGNC:13944	EGFL8	gene with protein product
HGNC:26810	EGFLAM	gene with protein product
HGNC:41169	EGFLAM-AS1	RNA, long non-coding
HGNC:41168	EGFLAM-AS2	RNA, long non-coding
HGNC:41167	EGFLAM-AS3	RNA, long non-coding
HGNC:41166	EGFLAM-AS4	RNA, long non-coding
HGNC:3236	EGFR	gene with protein product
HGNC:40207	EGFR-AS1	RNA, long non-coding
HGNC:54482	EGILA	RNA, long non-coding
HGNC:1232	EGLN1	gene with protein product
HGNC:44481	EGLN1P1	pseudogene
HGNC:14660	EGLN2	gene with protein product
HGNC:14661	EGLN3	gene with protein product
HGNC:49077	EGLN3-AS1	RNA, long non-coding
HGNC:49857	EGLN3P1	pseudogene
HGNC:37129	EGOT	RNA, long non-coding
HGNC:3238	EGR1	gene with protein product
HGNC:3239	EGR2	gene with protein product
HGNC:3240	EGR3	gene with protein product
HGNC:3241	EGR4	gene with protein product
HGNC:29144	EHBP1	gene with protein product
HGNC:55766	EHBP1-AS1	RNA, long non-coding
HGNC:30682	EHBP1L1	gene with protein product
HGNC:3242	EHD1	gene with protein product
HGNC:3243	EHD2	gene with protein product
HGNC:3244	EHD3	gene with protein product
HGNC:3245	EHD4	gene with protein product
HGNC:51418	EHD4-AS1	RNA, long non-coding
HGNC:3246	EHF	gene with protein product
HGNC:3247	EHHADH	gene with protein product
HGNC:44133	EHHADH-AS1	RNA, long non-coding
HGNC:24650	EHMT1	gene with protein product
HGNC:14129	EHMT2	gene with protein product
HGNC:39751	EHMT2-AS1	RNA, long non-coding
HGNC:13276	EI24	gene with protein product
HGNC:44586	EI24P1	pseudogene
HGNC:44587	EI24P2	pseudogene
HGNC:44588	EI24P3	pseudogene
HGNC:44589	EI24P4	pseudogene
HGNC:44590	EI24P5	pseudogene
HGNC:1191	EID1	gene with protein product
HGNC:28292	EID2	gene with protein product
HGNC:26796	EID2B	gene with protein product
HGNC:32961	EID3	gene with protein product
HGNC:3249	EIF1	gene with protein product
HGNC:28147	EIF1AD	gene with protein product
HGNC:3250	EIF1AX	gene with protein product
HGNC:40208	EIF1AX-AS1	RNA, long non-coding
HGNC:19900	EIF1AXP1	pseudogene
HGNC:44295	EIF1AXP2	pseudogene
HGNC:3252	EIF1AY	gene with protein product
HGNC:30792	EIF1B	gene with protein product
HGNC:44555	EIF1B-AS1	RNA, long non-coding
HGNC:49614	EIF1P1	pseudogene
HGNC:49615	EIF1P2	pseudogene
HGNC:49616	EIF1P3	pseudogene
HGNC:49617	EIF1P4	pseudogene
HGNC:49618	EIF1P5	pseudogene
HGNC:49619	EIF1P6	pseudogene
HGNC:49620	EIF1P7	pseudogene
HGNC:3254	EIF2A	gene with protein product
HGNC:24921	EIF2AK1	gene with protein product
HGNC:9437	EIF2AK2	gene with protein product
HGNC:3255	EIF2AK3	gene with protein product
HGNC:54066	EIF2AK3-DT	RNA, long non-coding
HGNC:19687	EIF2AK4	gene with protein product
HGNC:39495	EIF2AP1	pseudogene
HGNC:39496	EIF2AP2	pseudogene
HGNC:39497	EIF2AP3	pseudogene
HGNC:39498	EIF2AP4	pseudogene
HGNC:3257	EIF2B1	gene with protein product
HGNC:3258	EIF2B2	gene with protein product
HGNC:3259	EIF2B3	gene with protein product
HGNC:3260	EIF2B4	gene with protein product
HGNC:3261	EIF2B5	gene with protein product
HGNC:55202	EIF2B5-DT	RNA, long non-coding
HGNC:6583	EIF2D	gene with protein product
HGNC:3265	EIF2S1	gene with protein product
HGNC:3266	EIF2S2	gene with protein product
HGNC:20009	EIF2S2P1	pseudogene
HGNC:24654	EIF2S2P2	pseudogene
HGNC:31664	EIF2S2P3	pseudogene
HGNC:37626	EIF2S2P4	pseudogene
HGNC:37793	EIF2S2P5	pseudogene
HGNC:37794	EIF2S2P6	pseudogene
HGNC:37795	EIF2S2P7	pseudogene
HGNC:3267	EIF2S3	gene with protein product
HGNC:43863	EIF2S3B	gene with protein product
HGNC:3271	EIF3A	gene with protein product
HGNC:3280	EIF3B	gene with protein product
HGNC:3279	EIF3C	gene with protein product
HGNC:26347	EIF3CL	gene with protein product
HGNC:3278	EIF3D	gene with protein product
HGNC:3277	EIF3E	gene with protein product
HGNC:6102	EIF3EP1	pseudogene
HGNC:37919	EIF3EP2	pseudogene
HGNC:37920	EIF3EP3	pseudogene
HGNC:37921	EIF3EP4	pseudogene
HGNC:3275	EIF3F	gene with protein product
HGNC:3276	EIF3FP1	pseudogene
HGNC:28863	EIF3FP2	pseudogene
HGNC:37625	EIF3FP3	pseudogene
HGNC:3274	EIF3G	gene with protein product
HGNC:3273	EIF3H	gene with protein product
HGNC:3272	EIF3I	gene with protein product
HGNC:13277	EIF3IP1	pseudogene
HGNC:3270	EIF3J	gene with protein product
HGNC:48616	EIF3J-DT	RNA, long non-coding
HGNC:55005	EIF3JP1	pseudogene
HGNC:24656	EIF3K	gene with protein product
HGNC:44016	EIF3KP1	pseudogene
HGNC:44017	EIF3KP2	pseudogene
HGNC:44018	EIF3KP3	pseudogene
HGNC:18138	EIF3L	gene with protein product
HGNC:20010	EIF3LP1	pseudogene
HGNC:24657	EIF3LP2	pseudogene
HGNC:44976	EIF3LP3	pseudogene
HGNC:24460	EIF3M	gene with protein product
HGNC:55006	EIF3MP1	pseudogene
HGNC:3282	EIF4A1	gene with protein product
HGNC:3283	EIF4A1P1	pseudogene
HGNC:23946	EIF4A1P2	pseudogene
HGNC:37922	EIF4A1P3	pseudogene
HGNC:37923	EIF4A1P4	pseudogene
HGNC:37924	EIF4A1P5	pseudogene
HGNC:37925	EIF4A1P6	pseudogene
HGNC:37926	EIF4A1P7	pseudogene
HGNC:37927	EIF4A1P8	pseudogene
HGNC:37928	EIF4A1P9	pseudogene
HGNC:37930	EIF4A1P10	pseudogene
HGNC:37932	EIF4A1P11	pseudogene
HGNC:37933	EIF4A1P12	pseudogene
HGNC:37934	EIF4A1P13	pseudogene
HGNC:3284	EIF4A2	gene with protein product
HGNC:37929	EIF4A2P1	pseudogene
HGNC:45099	EIF4A2P2	pseudogene
HGNC:45100	EIF4A2P3	pseudogene
HGNC:45101	EIF4A2P4	pseudogene
HGNC:45102	EIF4A2P5	pseudogene
HGNC:18683	EIF4A3	gene with protein product
HGNC:51460	EIF4A3P1	pseudogene
HGNC:3285	EIF4B	gene with protein product
HGNC:19929	EIF4BP1	pseudogene
HGNC:37935	EIF4BP2	pseudogene
HGNC:37936	EIF4BP3	pseudogene
HGNC:37937	EIF4BP4	pseudogene
HGNC:37938	EIF4BP5	pseudogene
HGNC:37939	EIF4BP6	pseudogene
HGNC:37940	EIF4BP7	pseudogene
HGNC:37941	EIF4BP8	pseudogene
HGNC:37942	EIF4BP9	pseudogene
HGNC:3287	EIF4E	gene with protein product
HGNC:33179	EIF4E1B	gene with protein product
HGNC:3293	EIF4E2	gene with protein product
HGNC:16237	EIF4E2P1	pseudogene
HGNC:51464	EIF4E2P2	pseudogene
HGNC:31837	EIF4E3	gene with protein product
HGNC:3288	EIF4EBP1	gene with protein product
HGNC:20160	EIF4EBP1P1	pseudogene
HGNC:44047	EIF4EBP1P2	pseudogene
HGNC:3289	EIF4EBP2	gene with protein product
HGNC:16596	EIF4EBP2P1	pseudogene
HGNC:49317	EIF4EBP2P2	pseudogene
HGNC:49318	EIF4EBP2P3	pseudogene
HGNC:3290	EIF4EBP3	gene with protein product
HGNC:16687	EIF4ENIF1	gene with protein product
HGNC:3292	EIF4EP1	pseudogene
HGNC:32428	EIF4EP2	pseudogene
HGNC:51461	EIF4EP3	pseudogene
HGNC:51462	EIF4EP4	pseudogene
HGNC:51463	EIF4EP5	pseudogene
HGNC:3296	EIF4G1	gene with protein product
HGNC:3297	EIF4G2	gene with protein product
HGNC:3298	EIF4G3	gene with protein product
HGNC:12741	EIF4H	gene with protein product
HGNC:49035	EIF4HP1	pseudogene
HGNC:49036	EIF4HP2	pseudogene
HGNC:3299	EIF5	gene with protein product
HGNC:3300	EIF5A	gene with protein product
HGNC:3301	EIF5A2	gene with protein product
HGNC:51467	EIF5A2P1	pseudogene
HGNC:17419	EIF5AL1	gene with protein product
HGNC:3303	EIF5AP2	pseudogene
HGNC:3304	EIF5AP3	pseudogene
HGNC:31442	EIF5AP4	pseudogene
HGNC:30793	EIF5B	gene with protein product
HGNC:51465	EIF5P1	pseudogene
HGNC:51466	EIF5P2	pseudogene
HGNC:6159	EIF6	gene with protein product
HGNC:12383	EIPR1	gene with protein product
HGNC:41392	EIPR1-IT1	RNA, long non-coding
HGNC:14197	ELAC1	gene with protein product
HGNC:14198	ELAC2	gene with protein product
HGNC:3309	ELANE	gene with protein product
HGNC:29618	ELAPOR1	gene with protein product
HGNC:21945	ELAPOR2	gene with protein product
HGNC:3312	ELAVL1	gene with protein product
HGNC:3313	ELAVL2	gene with protein product
HGNC:3314	ELAVL3	gene with protein product
HGNC:3315	ELAVL4	gene with protein product
HGNC:40210	ELAVL4-AS1	RNA, long non-coding
HGNC:49511	ELDR	RNA, long non-coding
HGNC:3316	ELF1	gene with protein product
HGNC:3317	ELF2	gene with protein product
HGNC:33539	ELF2P1	pseudogene
HGNC:24610	ELF2P2	pseudogene
HGNC:24611	ELF2P3	pseudogene
HGNC:33540	ELF2P4	pseudogene
HGNC:3318	ELF3	gene with protein product
HGNC:40211	ELF3-AS1	RNA, long non-coding
HGNC:3319	ELF4	gene with protein product
HGNC:3320	ELF5	gene with protein product
HGNC:33154	ELFN1	gene with protein product
HGNC:39071	ELFN1-AS1	RNA, long non-coding
HGNC:29396	ELFN2	gene with protein product
HGNC:3321	ELK1	gene with protein product
HGNC:39021	ELK1P1	pseudogene
HGNC:3323	ELK2AP	pseudogene
HGNC:3324	ELK2BP	pseudogene
HGNC:3325	ELK3	gene with protein product
HGNC:3326	ELK4	gene with protein product
HGNC:23114	ELL	gene with protein product
HGNC:17064	ELL2	gene with protein product
HGNC:39343	ELL2P1	pseudogene
HGNC:39344	ELL2P2	pseudogene
HGNC:39345	ELL2P3	pseudogene
HGNC:39346	ELL2P4	pseudogene
HGNC:23113	ELL3	gene with protein product
HGNC:16286	ELMO1	gene with protein product
HGNC:40765	ELMO1-AS1	RNA, long non-coding
HGNC:17233	ELMO2	gene with protein product
HGNC:38008	ELMO2P1	pseudogene
HGNC:17289	ELMO3	gene with protein product
HGNC:25334	ELMOD1	gene with protein product
HGNC:28111	ELMOD2	gene with protein product
HGNC:26158	ELMOD3	gene with protein product
HGNC:3327	ELN	gene with protein product
HGNC:40212	ELN-AS1	RNA, long non-coding
HGNC:11620	ELOA	gene with protein product
HGNC:50582	ELOA-AS1	RNA, long non-coding
HGNC:30771	ELOA2	gene with protein product
HGNC:31007	ELOA3BP	pseudogene
HGNC:52410	ELOA3CP	pseudogene
HGNC:33511	ELOA3DP	pseudogene
HGNC:24617	ELOA3P	unknown
HGNC:54534	ELOAP1	pseudogene
HGNC:11619	ELOB	gene with protein product
HGNC:39719	ELOBP1	pseudogene
HGNC:39720	ELOBP2	pseudogene
HGNC:39721	ELOBP3	pseudogene
HGNC:39722	ELOBP4	pseudogene
HGNC:11617	ELOC	gene with protein product
HGNC:17762	ELOCP2	pseudogene
HGNC:29457	ELOCP3	pseudogene
HGNC:38141	ELOCP4	pseudogene
HGNC:38140	ELOCP5	pseudogene
HGNC:38142	ELOCP6	pseudogene
HGNC:38143	ELOCP7	pseudogene
HGNC:38144	ELOCP8	pseudogene
HGNC:38145	ELOCP9	pseudogene
HGNC:38146	ELOCP10	pseudogene
HGNC:38147	ELOCP11	pseudogene
HGNC:38148	ELOCP12	pseudogene
HGNC:38149	ELOCP13	pseudogene
HGNC:38150	ELOCP14	pseudogene
HGNC:38151	ELOCP15	pseudogene
HGNC:38152	ELOCP16	pseudogene
HGNC:38153	ELOCP17	pseudogene
HGNC:38154	ELOCP18	pseudogene
HGNC:38155	ELOCP19	pseudogene
HGNC:38156	ELOCP20	pseudogene
HGNC:38157	ELOCP21	pseudogene
HGNC:38158	ELOCP22	pseudogene
HGNC:38159	ELOCP23	pseudogene
HGNC:38160	ELOCP24	pseudogene
HGNC:38731	ELOCP26	pseudogene
HGNC:31692	ELOCP27	pseudogene
HGNC:49169	ELOCP28	pseudogene
HGNC:49170	ELOCP29	pseudogene
HGNC:49171	ELOCP30	pseudogene
HGNC:49172	ELOCP31	pseudogene
HGNC:49173	ELOCP32	pseudogene
HGNC:49174	ELOCP33	pseudogene
HGNC:49175	ELOCP34	pseudogene
HGNC:49176	ELOCP35	pseudogene
HGNC:54973	ELOCP36	pseudogene
HGNC:28691	ELOF1	gene with protein product
HGNC:14418	ELOVL1	gene with protein product
HGNC:14416	ELOVL2	gene with protein product
HGNC:44156	ELOVL2-AS1	RNA, long non-coding
HGNC:18047	ELOVL3	gene with protein product
HGNC:14415	ELOVL4	gene with protein product
HGNC:21308	ELOVL5	gene with protein product
HGNC:15829	ELOVL6	gene with protein product
HGNC:26292	ELOVL7	gene with protein product
HGNC:5959	ELP1	gene with protein product
HGNC:18248	ELP2	gene with protein product
HGNC:20696	ELP3	gene with protein product
HGNC:1171	ELP4	gene with protein product
HGNC:30617	ELP5	gene with protein product
HGNC:25976	ELP6	gene with protein product
HGNC:14417	ELSPBP1	gene with protein product
